Source;Target;Weight
Subhash Khot;Richard J. Lipton;0.333200
Subhash Khot;T. S. Jayram;0.333200
Subhash Khot;Sanjeev Arora;2.066600
Subhash Khot;Irit Dinur;0.499800
Subhash Khot;Parikshit Gopalan;1.499700
Subhash Khot;Ryan O'Donnell;2.000000
Subhash Khot;Yuval Rabani;0.333200
Subhash Khot;Muli Safra;2.333200
Subhash Khot;Ravi Kumar;0.333200
Subhash Khot;Amit Chakrabarti;3.999900
Subhash Khot;Nisheeth K. Vishnoi;0.566400
Subhash Khot;Nikhil Bansal;2.000000
Subhash Khot;Aranyak Mehta;0.333200
Subhash Khot;Madhur Tulsiani;1.066500
Constantinos Djouvas;Nancy A. Lynch;0.333300
Constantinos Djouvas;Nancy D. Griffeth;1.666600
Oleg Pikhurko;Tao Jiang;1.333300
Oleg Pikhurko;Catherine S. Greenhill;1.000000
Oleg Pikhurko;Joel Spencer;0.714200
Oleg Pikhurko;Andrew Beveridge;0.333200
Oleg Pikhurko;Tom Bohman;0.880600
Oleg Pikhurko;Béla Bollobás;1.000000
Oleg Pikhurko;Zoltán Füredi;0.666600
Oleg Pikhurko;Dhruv Mubayi;2.499900
Oleg Pikhurko;Alan M. Frieze;0.880600
Irene Finocchi;Luigi Laura;0.433200
Irene Finocchi;Alessandro Panconesi;0.666600
Irene Finocchi;Giuseppe F. Italiano;5.968600
Irene Finocchi;Riccardo Silvestri;0.666600
Irene Finocchi;Fabrizio Grandoni;2.035500
Pinar Duygulu;Jia-Yu Pan;0.833100
Pinar Duygulu;Hyung-Jeong Yang;0.499800
Pinar Duygulu;Christos Faloutsos;0.499800
James Aspnes;Nir Shavit;0.666600
James Aspnes;Keren Censor-Hillel;0.766500
James Aspnes;Eric Ruppert;2.166400
James Aspnes;Maurice Herlihy;2.666600
James Aspnes;Faith Ellen Fich;0.666600
James Aspnes;Joan Feigenbaum;0.333200
James Aspnes;Faith Ellen;1.166600
James Aspnes;Merrick L. Furst;0.333200
James Aspnes;Keren Censor;2.999900
James Aspnes;Muli Safra;0.333300
James Aspnes;Ittai Abraham;0.333300
James Aspnes;Michael J. Fischer;0.799800
James Aspnes;Steven Rudich;0.333200
James Aspnes;Jared Saia;0.333300
James Aspnes;Miklós Ajtai;0.466400
James Aspnes;Ming-Yang Kao;0.666600
James Aspnes;Hagit Attiya;1.666400
James Aspnes;Cynthia Dwork;0.333200
James E. Burns;Nancy A. Lynch;1.433200
James E. Burns;Allan Borodin;0.333200
James E. Burns;Michael J. Fischer;0.433200
Luca Trevisan;Alex Samorodnitsky;5.000000
Luca Trevisan;James Cook;0.333200
Luca Trevisan;David P. Williamson;0.499800
Luca Trevisan;Oded Goldreich;3.833100
Luca Trevisan;Bernard Chazelle;0.666600
Luca Trevisan;Parikshit Gopalan;0.300000
Luca Trevisan;Sanjeev Khanna;0.833200
Luca Trevisan;Ronitt Rubinfeld;0.666600
Luca Trevisan;Riccardo Silvestri;1.833000
Luca Trevisan;Leonard J. Schulman;0.499800
Luca Trevisan;Gregory B. Sorkin;0.333200
Luca Trevisan;Andrej Bogdanov;8.000000
Luca Trevisan;Grant Schoenebeck;1.333200
Luca Trevisan;Howard J. Karloff;0.499800
Luca Trevisan;James R. Lee;0.666600
Luca Trevisan;Henry C. Lin;0.333300
Luca Trevisan;Madhu Sudan;4.899500
Luca Trevisan;Pierluigi Crescenzi;7.166400
Luca Trevisan;Rahul Santhanam;0.666600
Luca Trevisan;Madhur Tulsiani;2.999600
Luca Trevisan;Lance Fortnow;0.666600
Luca Trevisan;Chandra Chekuri;1.000000
Luca Trevisan;Viggo Kann;0.499800
José R. Correa;Yoshiko Wakabayashi;0.666600
José R. Correa;Claire Kenyon;1.166600
José R. Correa;Michel X. Goemans;1.000000
José R. Correa;Leah Epstein;1.000000
José R. Correa;Francisco Barahona;0.666600
José R. Correa;Asaf Levin;1.000000
José R. Correa;Martin Skutella;0.666600
Sébastien Bubeck;Sham M. Kakade;0.666600
Sébastien Bubeck;Aleksandrs Slivkins;2.000000
Noam Berger;R. M. D'Souza;0.400000
Noam Berger;Robert D. Kleinberg;0.400000
Noam Berger;Christian Borgs;0.766600
Noam Berger;Vijay V. Vazirani;0.333200
Noam Berger;Jennifer T. Chayes;0.766600
Noam Berger;Leonard J. Schulman;0.333200
Wojciech Galuba;Sitaram Asur;0.499800
Wojciech Galuba;Daniel M. Romero;0.499800
Wojciech Galuba;Bernardo A. Huberman;0.499800
Mark Hansen;Michael Siegel;0.999900
Mark Hansen;Frank Thomson Leighton;0.333300
Mark Hansen;Alok Aggarwal;0.333300
Takeshi Tokuyama;Hisao Tamaki;6.832600
Takeshi Tokuyama;Magnús M. Halldórsson;2.499800
Takeshi Tokuyama;Kazuo Iwano;0.999800
Takeshi Tokuyama;Baruch Schieber;0.666600
Takeshi Tokuyama;Alok Aggarwal;4.666600
Takeshi Tokuyama;Leonidas J. Guibas;0.666600
Takeshi Tokuyama;Naoki Katoh;8.798800
Eunjoon Cho;Jure Leskovec;0.333300
Eunjoon Cho;Seth A. Myers;0.333300
Shinya Umeno;Nancy A. Lynch;3.200000
Feng Jiao;Bonnie Berger;0.999900
Feng Jiao;Jinbo Xu;0.999900
Feng Jiao;Dale Schuurmans;0.533200
Tara M. Madhyastha;Christos Faloutsos;0.433300
Tara M. Madhyastha;Garth A. Gibson;0.333300
Larry D. Risinger Jr.;Madhav V. Marathe;0.666600
Larry D. Risinger Jr.;Alessandro Panconesi;0.666600
Mahyar Salek;David Kempe;2.599800
Mahyar Salek;Guido Schäfer;0.333300
Mahyar Salek;Shishir Bharathi;0.333300
Mahyar Salek;Cristopher Moore;0.666600
Mahyar Salek;Ahuva Mu'alem;0.333300
Alan L. Montgomery;Christos Faloutsos;1.000000
Panagiotis Takis Metaxas;Lisa Zhang;0.499800
Panagiotis Takis Metaxas;Frank Thomson Leighton;0.499800
Panagiotis Takis Metaxas;Matthew Andrews;0.499800
S. Subramanian;Joseph Cheriyan;0.333200
S. Subramanian;F. Sibel Salman;0.333200
S. Subramanian;R. Ravi;0.333200
Butler W. Lampson;Roberto De Prisco;0.666600
Butler W. Lampson;George Varghese;0.666600
Butler W. Lampson;Nancy A. Lynch;1.333200
Butler W. Lampson;Jørgen F. Søgaard-Andersen;0.666600
Emilio De Santis;Fabrizio Grandoni;0.333300
Emilio De Santis;Alessandro Panconesi;0.333300
Brendan D. McKay;Alan M. Frieze;1.333300
Brendan D. McKay;Catherine S. Greenhill;1.266600
Brendan D. McKay;Béla Bollobás;1.000000
Brendan D. McKay;Neil J. Calkin;0.333300
Brendan D. McKay;Nicholas C. Wormald;3.999900
Colin Cooper;Alan M. Frieze;33.265900
Colin Cooper;Tomasz Radzik;4.099500
Colin Cooper;Kurt Mehlhorn;0.333200
Colin Cooper;Tom Bohman;0.433300
Colin Cooper;Michael Molloy;0.499900
Colin Cooper;Michael Krivelevich;0.333300
Colin Cooper;Amin Coja-Oghlan;0.666600
Colin Cooper;Juan Vera;0.333300
Colin Cooper;Volker Priebe;0.333200
Colin Cooper;Catherine S. Greenhill;0.666600
Colin Cooper;Bruce A. Reed;0.666500
Colin Cooper;Pawel Pralat;1.533300
Colin Cooper;Tugkan Batu;0.999900
Colin Cooper;Martin E. Dyer;1.666500
Colin Cooper;Mohammed Abdullah;0.999900
Ashish Goel;Éva Tardos;0.333200
Ashish Goel;Sudipto Guha;1.028400
Ashish Goel;Adam Meyerson;2.999800
Ashish Goel;Ming-Deh A. Huang;0.314200
Ashish Goel;Ramesh Govindan;2.932800
Ashish Goel;Lisa Zhang;0.499800
Ashish Goel;Sanjeev Khanna;4.499600
Ashish Goel;Moses Charikar;0.361800
Ashish Goel;Michael Mitzenmacher;1.000000
Ashish Goel;Serge A. Plotkin;3.432900
Ashish Goel;Bahman Bahmani;2.333200
Ashish Goel;Matthew Andrews;0.499800
Ashish Goel;Piotr Indyk;1.333300
Ashish Goel;Rajeev Motwani;0.833100
Ashish Goel;Chandra Chekuri;0.528400
Ashish Goel;Monika Rauch Henzinger;0.999800
Eli Ben-Sasson;Jaikumar Radhakrishnan;0.666600
Eli Ben-Sasson;Oded Goldreich;0.400000
Eli Ben-Sasson;David R. Karger;0.333300
Eli Ben-Sasson;Adam Tauman Kalai;0.333300
Eli Ben-Sasson;Madhu Sudan;11.066400
Eli Ben-Sasson;Ehud Kalai;0.333300
Eli Ben-Sasson;Amir Shpilka;0.533200
Eli Ben-Sasson;Rafail Ostrovsky;0.666600
Eli Ben-Sasson;Madhur Tulsiani;0.333200
David A. McAllester;Ramin Zabih;2.333300
David A. McAllester;Daphne Koller;0.333300
David A. McAllester;Ross B. Girshick;0.999800
David A. McAllester;Jaikumar Radhakrishnan;0.499800
David A. McAllester;Yishay Mansour;4.166600
David A. McAllester;Prakash Panangaden;0.666600
David A. McAllester;Deva Ramanan;0.666500
David A. McAllester;Joseph Y. Halpern;1.000000
David A. McAllester;Michael Collins;1.166500
David A. McAllester;John Langford;2.000000
David A. McAllester;Pedro F. Felzenszwalb;3.333100
David A. McAllester;Sanjoy Dasgupta;0.333300
Gueorgi Kossinets;Cristian Danescu-Niculescu-Mizil;0.333200
Gueorgi Kossinets;Lillian Lee;0.333200
Gueorgi Kossinets;Jon M. Kleinberg;0.999800
Gueorgi Kossinets;Duncan J. Watts;0.666600
Mor Harchol-Balter;Frank Thomson Leighton;0.333300
Mor Harchol-Balter;Daniel Lewin;0.333300
Mor Harchol-Balter;David Wolfe;1.000000
Mor Harchol-Balter;Anastassia Ailamaki;0.333200
Mor Harchol-Balter;Nikhil Bansal;1.333200
Yi Rong;Christos Faloutsos;1.000000
Yishay Mansour;Oded Goldreich;1.333200
Yishay Mansour;Michal Feldman;1.666500
Yishay Mansour;Baruch Schieber;6.166100
Yishay Mansour;Michael K. Reiter;0.999900
Yishay Mansour;An Zhu;0.333300
Yishay Mansour;Jason D. Hartline;0.333200
Yishay Mansour;Shai Ben-David;1.666500
Yishay Mansour;Amos Fiat;0.933200
Yishay Mansour;Howard J. Karloff;1.000000
Yishay Mansour;Hagit Attiya;1.035700
Yishay Mansour;Elad Verbin;0.333300
Yishay Mansour;Eyal Kushilevitz;9.666400
Yishay Mansour;Nir Shavit;0.399900
Yishay Mansour;Baruch Awerbuch;2.966500
Yishay Mansour;Shai Vardi;0.333200
Yishay Mansour;Don Coppersmith;0.333300
Yishay Mansour;Dana Ron;0.466400
Yishay Mansour;Michael Sipser;0.333300
Yishay Mansour;Alan Fekete;0.535600
Yishay Mansour;Sudipto Guha;0.400000
Yishay Mansour;Noga Alon;1.666600
Yishay Mansour;Amotz Bar-Noy;1.533300
Yishay Mansour;S. Muthukrishnan;1.266500
Yishay Mansour;Ankit Sharma;0.333200
Yishay Mansour;Leonard J. Schulman;1.000000
Yishay Mansour;Michael Kearns;3.333100
Yishay Mansour;Avrim Blum;5.232600
Yishay Mansour;Michael J. Kearns;7.866000
Yishay Mansour;Yossi Azar;0.499900
Yishay Mansour;Nathan Linial;1.666500
Yishay Mansour;Michal Parnas;2.000000
Yishay Mansour;Eyal Even-Dar;11.032500
Yishay Mansour;Anupam Gupta;0.333200
Yishay Mansour;Maria-Florina Balcan;2.499500
Yishay Mansour;Haim Kaplan;1.447100
Yishay Mansour;Ronald L. Rivest;0.999900
Yishay Mansour;Ning Xie;0.333200
Yishay Mansour;David Peleg;0.699800
Yishay Mansour;William Aiello;0.666500
Yishay Mansour;Adam Tauman Kalai;1.333100
Yishay Mansour;Rocco A. Servedio;0.333200
Yishay Mansour;Prasoon Tiwari;2.999600
Yishay Mansour;David A. McAllester;4.166600
Yishay Mansour;James K. Park;0.499900
Yishay Mansour;Amir Herzberg;0.333300
Yishay Mansour;Shai Fine;2.799700
Yishay Mansour;Dahlia Malkhi;0.999900
Yishay Mansour;Varun Kanade;0.666600
Yishay Mansour;Nancy A. Lynch;0.535600
Yishay Mansour;Adam R. Klivans;0.333200
Yishay Mansour;Sham M. Kakade;2.166400
Danica Vukadinovic;Alessandro Panconesi;0.399800
Danica Vukadinovic;Alexander Hall;0.399800
Danica Vukadinovic;Thomas Erlebach;2.999700
Ramesh K. Sitaraman;Frank Thomson Leighton;0.666600
Ramesh K. Sitaraman;Bruce M. Maggs;5.049600
Ramesh K. Sitaraman;Arnold L. Rosenberg;1.866400
Ramesh K. Sitaraman;Joel Wein;0.333300
Ramesh K. Sitaraman;Micah Adler;0.833100
Gunhee Kim;Christos Faloutsos;0.666600
Gunhee Kim;Eric P. Xing;2.833200
Gunhee Kim;Martial Hebert;0.666600
Steven Hargreaves;Mark Sandler;0.666600
Steven Hargreaves;Anssi Klapuri;0.333300
Steven Hargreaves;Mathieu Barthet;0.333300
Manuel D. Rossetti;Robin A. Felder;0.333300
Manuel D. Rossetti;Amit Kumar;0.333300
Ameya Hate;Chaitanya Swamy;0.333200
Ameya Hate;Elliot Anshelevich;2.166300
Ameya Hate;Bugra Caskurlu;0.999900
Ameya Hate;Malik Magdon-Ismail;0.333300
Ameya Hate;Koushik Kar;0.499900
Ameya Hate;Deeparnab Chakrabarty;0.333200
Bernd Loescher;Arnaud Durand;0.333300
Bernd Loescher;Ronald Fagin;0.333300
Roberto De Prisco;Alan Fekete;0.333200
Roberto De Prisco;Michael K. Reiter;0.666600
Roberto De Prisco;Sergio Rajsbaum;1.000000
Roberto De Prisco;Nancy A. Lynch;0.999800
Roberto De Prisco;Alexander A. Shvartsman;0.999800
Roberto De Prisco;Butler W. Lampson;0.666600
Roberto De Prisco;Dahlia Malkhi;0.666600
Zheng Lin;Christos Faloutsos;1.000000
Masashi Yamamuro;Masatoshi Yoshikawa;0.333300
Masashi Yamamuro;Christos Faloutsos;0.333300
Masashi Yamamuro;Yasushi Sakurai;0.999900
Alon Altman;Robert Kleinberg;1.000000
Alon Altman;Yoav Shoham;1.499800
Alon Altman;Ashton Anderson;0.333300
Alon Altman;Yoad Winter;0.333300
Alon Altman;Moshe Tennenholtz;9.666600
Elitza N. Maneva;Phokion G. Kolaitis;0.666400
Elitza N. Maneva;Parikshit Gopalan;0.666400
Elitza N. Maneva;Christos H. Papadimitriou;0.766400
Elitza N. Maneva;Andrej Bogdanov;0.333300
Bo Pang;Cristian Danescu-Niculescu-Mizil;0.766400
Bo Pang;Yuxia Li;0.333300
Bo Pang;Lillian Lee;7.666300
Bo Pang;Andrew Tomkins;1.035300
Bo Pang;Kevin Knight;0.333300
Bo Pang;Deepak Agarwal;0.333300
Bo Pang;Matt Thomas;0.666600
Bo Pang;Rosie Jones;0.333200
Bo Pang;Chenhao Tan;0.333300
Bo Pang;Bee-Chung Chen;0.333300
Bo Pang;Andrei Z. Broder;0.733200
Bo Pang;Ling Tong;0.333300
Bo Pang;Robert C. Holte;2.000000
Bo Pang;Yuan Liang;1.000000
Bo Pang;Kuanquan Wang;0.999800
Bo Pang;Ashwin Machanavajjhala;0.666600
Bo Pang;Nilesh N. Dalvi;1.368800
Bo Pang;Vanja Josifovski;1.066500
Bo Pang;Shivakumar Vaithyanathan;0.333300
Bo Pang;Jon M. Kleinberg;0.333200
Bo Pang;Daniel Marcu;0.333300
Bo Pang;Ravi Kumar;2.368600
Bo Pang;David Zhang;0.999800
Bo Pang;Mark Yatskar;0.333200
Bo Pang;Evgeniy Gabrilovich;1.566400
Bo Pang;Gregory Druck;1.000000
Bo Pang;Sujith Ravi;1.066600
David W. Jacobs;W. Eric L. Grimson;0.666600
David W. Jacobs;Daniel P. Huttenlocher;0.666600
Frank McSherry;Dimitris Achlioptas;3.499900
Frank McSherry;Bernhard Schölkopf;0.333300
Frank McSherry;Katrina Ligett;0.866600
Frank McSherry;John E. Hopcroft;0.333300
Frank McSherry;Shuchi Chawla;0.433200
Frank McSherry;Kunal Talwar;1.933100
Frank McSherry;Anna R. Karlin;0.333200
Frank McSherry;Moritz Hardt;0.666600
Frank McSherry;David Kempe;2.066600
Frank McSherry;Cynthia Dwork;1.266300
Frank McSherry;Anirban Dasgupta;0.333300
Adi Livnat;Erick Chastain;0.333200
Adi Livnat;Christos H. Papadimitriou;0.333200
Adi Livnat;Umesh V. Vazirani;0.333200
Sivan Sabato;Naftali Tishby;3.999800
Sivan Sabato;Adam Kalai;1.000000
Sivan Sabato;Nathan Srebro;1.099900
Manjot Kaur;Neha Bhatia;0.333300
Manjot Kaur;Amit Kumar;2.666600
Manjot Kaur;Amarpreet Kaur;0.333300
Arun N. Swami;Rakesh Agrawal;2.099900
Arun N. Swami;Christos Faloutsos;0.333300
Abhiram G. Ranade;Frank Thomson Leighton;0.499800
Abhiram G. Ranade;Sandeep N. Bhatt;0.499800
Abhiram G. Ranade;Eric J. Schwabe;0.466400
Abhiram G. Ranade;Satyen Kale;0.333300
Abhiram G. Ranade;Mark Newman;0.333200
Abhiram G. Ranade;Viswanath Nagarajan;1.000000
Démian Nave;Nikos Chrisochoides;2.933200
Démian Nave;L. Paul Chew;0.666600
Edward L. Wimmers;Joseph Y. Halpern;2.833200
Edward L. Wimmers;Rakesh Agrawal;1.166600
Edward L. Wimmers;John H. Williams;2.499800
Edward L. Wimmers;Ronald Fagin;2.000000
Uriel Feige;Eli Upfal;0.666400
Uriel Feige;Nicole Immorlica;0.333200
Uriel Feige;Magnús M. Halldórsson;0.499900
Uriel Feige;Andrei Z. Broder;1.000000
Uriel Feige;Yuri Rabinovich;2.000000
Uriel Feige;Joe Kilian;10.666600
Uriel Feige;Marek Karpinski;1.333200
Uriel Feige;Christian Scheideler;2.000000
Uriel Feige;David Peleg;0.999700
Uriel Feige;Prabhakar Raghavan;1.666400
Uriel Feige;Amin Saberi;0.666600
Uriel Feige;Erik D. Demaine;0.333200
Uriel Feige;Mohammad Mahdian;1.166600
Uriel Feige;Ryan O'Donnell;0.666600
Uriel Feige;Amos Fiat;0.666600
Uriel Feige;Nikhil R. Devanur;1.000000
Uriel Feige;Moshe Tennenholtz;3.535600
Uriel Feige;Mohammad Taghi Hajiaghayi;0.499900
Uriel Feige;Moni Naor;0.499900
Uriel Feige;James R. Lee;1.666600
Uriel Feige;Yossi Azar;1.033200
Uriel Feige;Michael Langberg;3.333100
Uriel Feige;Jan Vondrák;1.666600
Uriel Feige;Robert Krauthgamer;6.761800
Uriel Feige;Don Coppersmith;0.333300
Uriel Feige;Vahab S. Mirrokni;1.202100
Uriel Feige;MohammadTaghi Hajiaghayi;0.499900
Uriel Feige;Abraham D. Flaxman;0.369000
Uriel Feige;Mohit Singh;2.000000
Uriel Feige;Kunal Talwar;2.000000
Uriel Feige;Yonatan Aumann;1.666600
Uriel Feige;Noga Alon;1.166600
Relu Patrascu;Dale Schuurmans;2.433000
Relu Patrascu;Carlos Guestrin;0.433300
Andrew Zisserman;Deva Ramanan;0.999900
Andrew Zisserman;Patrick Buehler;0.666500
Andrew Zisserman;Mark Everingham;6.099700
Andrew Zisserman;Pietro Perona;2.333000
Andrew Zisserman;Daniel P. Huttenlocher;0.333200
Filip Radlinski;Sreenivas Gollapudi;0.666600
Filip Radlinski;Robert Kleinberg;0.333300
Filip Radlinski;Yisong Yue;1.333200
Filip Radlinski;Susan T. Dumais;1.000000
Filip Radlinski;Aleksandrs Slivkins;0.666600
Branislav Kveton;Carlos Guestrin;1.333200
Branislav Kveton;Milos Hauskrecht;8.433200
David Maier;Yehoshua Sagiv;1.166500
David Maier;Ronald Fagin;0.399800
David Maier;Moshe Y. Vardi;0.666600
David Maier;Mihalis Yannakakis;0.733100
David Maier;Alberto O. Mendelzon;2.066400
David Maier;Jeffrey D. Ullman;7.632800
Claire Kenyon;Mordecai J. Golin;0.666600
Claire Kenyon;Jeffrey Scott Vitter;1.000000
Claire Kenyon;Marek Karpinski;0.999800
Claire Kenyon;Yuval Rabani;1.666400
Claire Kenyon;José R. Correa;1.166600
Claire Kenyon;David S. Johnson;0.966400
Claire Kenyon;Michael Mitzenmacher;2.000000
Claire Kenyon;Wenceslas Fernandez de la Vega;2.999800
Claire Kenyon;Alistair Sinclair;1.666500
Claire Kenyon;Richard M. Karp;1.766600
Roberto Segala;Rainer Gawlick;0.333200
Roberto Segala;Ling Cheung;0.476000
Roberto Segala;Anna Pogosyants;1.666600
Roberto Segala;Dilsun Kirli Kaynar;0.309400
Roberto Segala;Shlomi Dolev;0.333300
Roberto Segala;Isaac Saias;0.333300
Roberto Segala;Nancy A. Lynch;6.475500
Roberto Segala;Alexander A. Shvartsman;0.666600
Roberto Segala;Frits W. Vaandrager;1.999600
Roberto Segala;Jørgen F. Søgaard-Andersen;0.333200
Cameron Marlow;Lars Backstrom;0.766500
Cameron Marlow;Lada A. Adamic;0.333200
Cameron Marlow;Eric Sun;0.499900
Andreas Arning;Prabhakar Raghavan;0.333300
Andreas Arning;Rakesh Agrawal;0.399900
Sham M. Kakade;Yishay Mansour;2.166400
Sham M. Kakade;Adam Kalai;1.166600
Sham M. Kakade;Niranjan Srinivas;0.333200
Sham M. Kakade;Andreas Krause;0.333200
Sham M. Kakade;John Langford;0.499900
Sham M. Kakade;Nikhil R. Devanur;1.000000
Sham M. Kakade;Michael J. Kearns;1.100000
Sham M. Kakade;Adam Tauman Kalai;0.666600
Sham M. Kakade;Sébastien Bubeck;0.666600
Sham M. Kakade;Matthias Seeger;0.499900
Sham M. Kakade;Thomas P. Hayes;0.333300
Sham M. Kakade;Eyal Even-Dar;2.166400
Sham M. Kakade;Katrina Ligett;0.666600
Masafumi Hamamoto;Hiroyuki Kitagawa;1.333200
Masafumi Hamamoto;Jia-Yu Pan;0.333200
Masafumi Hamamoto;Christos Faloutsos;0.333200
Rajesh Palit;Kshirasagar Naik;1.499800
Rajesh Palit;Ajit Singh;1.166500
Dewei Chen;Limin Yao;0.433300
Dewei Chen;Jie Tang;0.699900
Guido Proietti;Yannis Manolopoulos;0.666400
Guido Proietti;Christos Faloutsos;4.333300
Guido Proietti;Michele Conforti;0.333300
Guido Proietti;Yihong Gong;0.666600
Shuchi Chawla;Robert Kleinberg;0.499900
Shuchi Chawla;Harald Räcke;0.666600
Shuchi Chawla;Adam Kalai;0.666600
Shuchi Chawla;Robert D. Kleinberg;0.499900
Shuchi Chawla;Jason D. Hartline;1.833000
Shuchi Chawla;Uday Rajan;0.933000
Shuchi Chawla;Adam Meyerson;0.466400
Shuchi Chawla;Brendan Lucier;0.666600
Shuchi Chawla;Srinivasan Seshan;0.333200
Shuchi Chawla;Nicole Immorlica;0.666600
Shuchi Chawla;Amitabh Sinha;0.433200
Shuchi Chawla;Huzur Saran;0.333300
Shuchi Chawla;Tim Roughgarden;2.666600
Shuchi Chawla;Avrim Blum;2.966200
Shuchi Chawla;Frank McSherry;0.433200
Shuchi Chawla;Azarakhsh Malekian;0.666600
Shuchi Chawla;R. Ravi;0.599800
Shuchi Chawla;Nikhil Bansal;1.166400
Shuchi Chawla;Kunal Talwar;0.333200
Shuchi Chawla;Anupam Gupta;0.666600
Shuchi Chawla;Cynthia Dwork;0.433200
Yasushi Sakurai;Yasuko Matsubara;1.033200
Yasushi Sakurai;Spiros Papadimitriou;0.999900
Yasushi Sakurai;Masashi Yamamuro;0.999900
Yasushi Sakurai;Masatoshi Yoshikawa;2.499400
Yasushi Sakurai;Lei Li;0.433200
Yasushi Sakurai;Christos Faloutsos;2.366300
Adam Kalai;Ivona Bezáková;0.333300
Adam Kalai;Shuchi Chawla;0.666600
Adam Kalai;Jon M. Kleinberg;0.333300
Adam Kalai;Michal Feldman;0.333300
Adam Kalai;Heung-Yeung Shum;0.666600
Adam Kalai;Steven M. Seitz;0.666600
Adam Kalai;Carl Burch;0.333300
Adam Kalai;Parikshit Gopalan;0.333300
Adam Kalai;Sivan Sabato;1.000000
Adam Kalai;Avrim Blum;5.666400
Adam Kalai;Varun Kanade;1.166600
Adam Kalai;Rocco A. Servedio;1.000000
Adam Kalai;John Langford;0.333300
Adam Kalai;Michael Mitzenmacher;0.333300
Adam Kalai;Madhu Sudan;0.333300
Adam Kalai;Santosh Vempala;3.000000
Adam Kalai;Ehud Kalai;1.000000
Adam Kalai;Rahul Santhanam;0.333300
Adam Kalai;Adam R. Klivans;0.333300
Adam Kalai;Moshe Tennenholtz;0.369000
Adam Kalai;Sham M. Kakade;1.166600
Adam Kalai;Hal Wasserman;0.999900
Van Nguyen;Susan S. Owicki;0.666500
Van Nguyen;Charles U. Martel;3.000000
Van Nguyen;David Gries;0.666500
Van Nguyen;Alan J. Demers;0.333200
Lenore Cowen;Baruch Awerbuch;1.332900
Lenore Cowen;Sampath Kannan;0.666600
Lenore Cowen;Jonathan King;0.466600
Lenore Cowen;David Peleg;0.999600
Lenore Cowen;Matthew Menke;0.966500
Lenore Cowen;Joan Feigenbaum;0.666600
Lenore Cowen;Bonnie Berger;3.799500
Thomas Desautels;Andreas Krause;0.333300
Thomas Desautels;Joel W. Burdick;0.333300
C. Pandu Rangan;Madhav V. Marathe;0.666600
C. Pandu Rangan;Ravi Sundaram;1.233000
C. Pandu Rangan;Ramesh Govindan;1.000000
C. Pandu Rangan;Aravind Srinivasan;1.333300
C. Pandu Rangan;G. Ramalingam;3.000000
C. Pandu Rangan;Hari Balakrishnan;0.333300
C. Pandu Rangan;R. Ravi;0.666600
Richard Ducott;Cristian Danescu-Niculescu-Mizil;0.666600
Richard Ducott;Lillian Lee;0.666600
Ilan Adler;Noga Alon;0.333300
Ilan Adler;Christos H. Papadimitriou;0.333300
Ilan Adler;Nimrod Megiddo;2.000000
Ilan Adler;Constantinos Daskalakis;0.333300
Ronald L. Graham;Frank Thomson Leighton;0.666600
Ronald L. Graham;George Varghese;0.499900
Ronald L. Graham;Michael E. Saks;0.333300
Ronald L. Graham;Fan R. K. Chung;20.098700
Ronald L. Graham;Zoltán Füredi;0.333200
Ronald L. Graham;David S. Johnson;0.766600
Ronald L. Graham;F. Frances Yao;1.333300
Ronald L. Graham;Noga Alon;0.666600
Ronald L. Graham;Steve Butler;1.499700
Ronald L. Graham;Jeffrey D. Ullman;0.433300
Ronald L. Graham;Edward G. Coffman Jr.;1.000000
Lenwood S. Heath;Frank Thomson Leighton;0.333300
Lenwood S. Heath;Sorin Istrail;2.000000
Lenwood S. Heath;David S. Greenberg;0.333300
Lenwood S. Heath;Arnold L. Rosenberg;1.999900
Amotz Bar-Noy;Baruch Awerbuch;0.999800
Amotz Bar-Noy;Daphne Koller;0.399800
Amotz Bar-Noy;Yishay Mansour;1.533300
Amotz Bar-Noy;Danny Dolev;6.166200
Amotz Bar-Noy;Mordecai J. Golin;1.166500
Amotz Bar-Noy;Baruch Schieber;5.565600
Amotz Bar-Noy;David Peleg;2.332800
Amotz Bar-Noy;Noga Alon;0.499800
Amotz Bar-Noy;Amir Herzberg;0.333300
Amotz Bar-Noy;Tiko Kameda;0.333200
Amotz Bar-Noy;Alok Aggarwal;0.333200
Amotz Bar-Noy;Magnús M. Halldórsson;0.633300
Amotz Bar-Noy;Xiaotie Deng;0.333200
Amotz Bar-Noy;Moni Naor;0.666600
Amotz Bar-Noy;Hadas Shachnai;0.766500
Amotz Bar-Noy;Joseph Naor;5.332400
Amotz Bar-Noy;Nathan Linial;0.933000
Amotz Bar-Noy;Michael Ben-Or;0.666600
Amotz Bar-Noy;Richard E. Ladner;8.666000
Amotz Bar-Noy;Sudipto Guha;0.799600
Amotz Bar-Noy;Rajeev Motwani;0.666600
Amotz Bar-Noy;Madhu Sudan;0.466400
Amotz Bar-Noy;Tami Tamir;3.099500
